# Pathway	SSM01_Abundance	SSM02_Abundance	SSM03_Abundance	SSM04_Abundance	SSM05_Abundance	SSM06_Abundance	SSM07_Abundance	SSM08_Abundance	SSM09_Abundance	SSM10_Abundance	SSM11_Abundance	SSM12_Abundance	SSM13_Abundance	SSM14_Abundance	SSM15_Abundance	SSM16_Abundance	SSM17_Abundance	SSM18_Abundance	SSM19_Abundance	SSM20_Abundance	SSM21_Abundance	SSM22_Abundance	SSM23_Abundance	SSM24_Abundance	SSM25_Abundance	SSM26_Abundance	SSM27_Abundance	SSM28_Abundance	SSM29_Abundance	SSM30_Abundance	SSM31_Abundance	SSM32_Abundance	SSM33_Abundance	SSM34_Abundance	SSM35_Abundance	SSM36_Abundance	SSM37_Abundance	SSM38_Abundance	SSM39_Abundance	SSM40_Abundance	SSM41_Abundance
GOLPDLCAT-PWY: superpathway of glycerol degradation to 1,3-propanediol	5.57004e-05	3.74116e-05	0	2.06304e-05	4.39695e-05	8.96504e-06	3.75887e-06	0	0	0	0	8.16398e-06	0	0.000250253	6.15965e-05	1.99364e-05	8.07827e-05	0.000158153	0.000173209	0	0.000143532	2.81582e-05	0.000105364	0.000240945	0	0	8.83034e-05	2.1913e-05	0.000104335	5.79432e-05	9.4311e-05	0	6.41064e-05	8.44738e-06	3.26014e-05	0	0.00028097	7.57294e-05	0	0.000191399	0
HCAMHPDEG-PWY: 3-phenylpropanoate and 3-(3-hydroxyphenyl)propanoate degradation to 2-hydroxypentadienoate	0	0	0	0	9.97648e-06	0	0	0	0	0	0	0	0	9.06961e-05	0	0	0	0	0	0	8.04639e-05	0	0	0	0	0	0	0	0	1.3612e-05	0	0	9.47452e-07	0	0	0	0	0	0	0	0
HEME-BIOSYNTHESIS-II-1: heme b biosynthesis V (aerobic)	0	0.00011307	0	1.49927e-05	8.29315e-06	2.16758e-05	7.93889e-06	0	0	0.000280107	0.000250462	8.4231e-06	0	0.000232854	0	0	0	8.9062e-06	0	0	9.64113e-05	0	0	0	0	0	0	0	0	2.78447e-05	1.04794e-05	0	0	0	0	0	0.000105117	0	0	0	0
HEME-BIOSYNTHESIS-II: heme b biosynthesis I (aerobic)	9.73384e-06	0.00011307	0	1.42409e-05	1.45473e-05	2.16758e-05	2.54165e-05	0	0	0.000280107	0.000250462	8.4231e-06	6.43446e-05	0.000232854	1.05935e-05	7.29127e-06	0	1.19245e-05	0	0	9.64113e-05	0	0	9.83237e-06	0	0	1.1285e-05	1.5719e-05	0	2.78447e-05	0	0	5.36522e-06	0	0	0	0.000129764	0	0	0	0
HEMESYN2-PWY: heme b biosynthesis II (oxygen-independent)	1.16137e-05	0.000121861	0	1.7292e-05	9.13534e-06	2.56216e-05	2.55498e-05	0	0	0.000286401	0.000278962	1.06738e-05	0	0.000213671	0	0	0	1.34412e-05	6.95902e-06	0	0.000112324	0	0	2.03981e-05	0	0.000269482	3.06241e-05	1.79751e-05	1.05523e-05	4.01605e-05	1.67935e-05	0	0.000113119	0	6.68322e-06	0	0.000106667	0	0	1.87463e-05	0
HEXITOLDEGSUPER-PWY: superpathway of hexitol degradation (bacteria)	3.78055e-05	0.000121575	0.00011124	4.79818e-05	1.31216e-05	3.87302e-05	0	0	0	0	0	2.51491e-05	0	4.24994e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.55424e-05	0	0	8.23121e-06	0	0	0	0	0	0	0	0
HISDEG-PWY: L-histidine degradation I	0.000172233	1.17449e-05	0.00029367	0.000159015	0.000390773	0.000150507	0.000407286	0	0	0.000353417	0.000346552	0.000138926	3.73118e-05	0.000179119	6.39978e-05	8.95022e-05	9.08034e-06	0.000116963	0.000209912	0.000183984	9.22718e-05	0.000308849	0	0	0	0	0.000174036	0	0.000251513	0.00012929	2.708e-05	0	1.27945e-05	0.000495177	7.05872e-06	0	0.000168468	0.000122069	0	7.43658e-05	0
HISTSYN-PWY: L-histidine biosynthesis	0.000402674	0.000385989	0.000332141	0.000368057	0.000485417	0.00028039	0.000456855	0.000143546	0	0.000413318	0.000407162	0.000482775	0.000646326	0.000296131	0.0002983	0.000231763	0.000447627	0.000420119	0.000353136	0.000385601	0.000323535	0.000384736	0.00070758	0.000433854	0.000359538	0.000499699	0.000488822	0.000627078	0.000457563	0.000293863	0.000535811	0	0.000391402	0.000605803	0.0003919	0	0.000146993	0.000353257	0	0.000392992	0
HOMOSER-METSYN-PWY: L-methionine biosynthesis I	4.55485e-06	9.66526e-05	0	1.14772e-05	2.45999e-05	1.47097e-05	0	0	0	1.8336e-05	7.27272e-05	3.45893e-05	0	0.000124274	0	0	0	0	0	0	0.000108837	4.11162e-06	0	0	0	0	0	0	0	2.70727e-05	0	0	0	0	0	0	6.47408e-05	0	0	0	0
HSERMETANA-PWY: L-methionine biosynthesis III	0.000263605	0.000264146	0.000331146	0.000263848	0.000129592	0.0001979	0.000113701	0.000250781	0	1.39179e-05	5.75437e-05	0.000237314	0.000794306	0.000147987	0.000240988	0.000292477	0.000137117	0.000290153	0.000295689	0.000203089	0.000265674	0.000252392	0.000461412	0.000433537	9.63351e-05	0.000257214	0.000219599	0.000118823	0.000208755	0.000179362	0.000298242	0	0.000285875	0.000286953	0.000313659	0	0	0.000262468	3.21995e-05	0.000361089	0
ILEUSYN-PWY: L-isoleucine biosynthesis I (from threonine)	0.000442409	0.000694354	0.000212354	0.000511502	0.000257218	0.000445485	0.000193414	0.000472891	0.000598043	0.000422176	0.000412482	0.000521761	0.000904465	0.000422443	0.000303529	0.000349827	0.000427189	0.000406921	0.000433282	0.000435917	0.000506886	0.000448417	0.00074451	0.000540129	0.000750021	0.000756777	0.000531207	0.000726885	0.00046588	0.000354554	0.000558359	0	0.00046462	0.000259922	0.000412952	0	0.000291016	0.000446249	6.55342e-05	0.000448062	0
KDO-NAGLIPASYN-PWY: superpathway of (Kdo)2-lipid A biosynthesis	0	2.79752e-05	0	0	0	6.71861e-06	0	0	0	0	0	0	0	2.37535e-06	0	0	0	0	0	0	1.28919e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KETOGLUCONMET-PWY: ketogluconate metabolism	0	8.55888e-05	0	2.01401e-05	2.62815e-06	4.15198e-05	0	0	0	0	0	1.46078e-06	0	3.74401e-05	0	0	0	0	0	0	6.08011e-05	0	0	0	0	0	0	0	0	1.28423e-05	0	0	2.30725e-06	0	0	0	0	0	0	0	0
LACTOSECAT-PWY: lactose and galactose degradation I	1.69034e-05	4.60701e-05	0.000238336	0.000157039	0	0	0	0.000452005	0	1.27393e-05	6.70961e-05	6.89513e-05	6.97591e-05	5.21666e-05	0	0	8.42277e-06	0	0	7.43493e-05	0	6.68517e-05	0	1.10311e-05	0	0	0	6.87955e-06	0	0	0	0.000487857	5.04499e-05	0	8.92422e-05	0	0	0	0.000200488	0	0.000265452
LIPASYN-PWY: phospholipases	0	0	0	0	0	0	0	0	0	8.16394e-05	7.78275e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000150196	0	0	0	0
MET-SAM-PWY: superpathway of S-adenosyl-L-methionine biosynthesis	9.00127e-06	0.000160312	0	2.22636e-05	4.15166e-05	2.83983e-05	0	0	0	3.46916e-05	0.000117626	6.46423e-05	0	0.000196561	0	0	0	0	0	0	0.00017149	7.63171e-06	0	0	0	0	0	0	0	4.83756e-05	0	0	0	0	0	0	0.00010506	0	0	0	0
METH-ACETATE-PWY: methanogenesis from acetate	2.97372e-05	2.25533e-05	0	2.8418e-05	0	0	0	0	0	0	0	1.51686e-05	0	0	0	0	0	0	0	0	2.00165e-05	0	0	0	0	3.79454e-05	0	1.98135e-05	0	0	0	0	0	0	1.84813e-05	0	0	0	0	0	0
METHGLYUT-PWY: superpathway of methylglyoxal degradation	0	1.6878e-05	0	1.3622e-06	1.6398e-06	5.59399e-06	0	0	0	0	0	9.23556e-07	0	6.227e-05	9.49636e-06	2.43136e-05	0	0	0	0	4.62883e-05	0	0	0	0	0	0	0	0	2.67136e-05	0	0	0	0	0	0	0	0	0	0	0
METSYN-PWY: superpathway of L-homoserine and L-methionine biosynthesis	7.9029e-06	0.000147235	0	1.97545e-05	4.14413e-05	2.50731e-05	0	0	0	3.07989e-05	0.000108706	5.76055e-05	0	0.000188819	0	0	0	0	0	0	0.000162111	7.13733e-06	0	0	0	0	0	0	0	4.46263e-05	0	0	0	0	0	0	0.000101553	0	0	0	0
NAD-BIOSYNTHESIS-II: NAD salvage pathway III (to nicotinamide riboside)	0	1.41896e-05	0	9.58305e-07	5.88959e-06	0	0	0	0	0	0	0	0	0.000133016	0	0	0	0	0	0	0.00012715	0	0	0	0	0	0	0	0	7.40235e-06	0	0	0	0	0	0	0.000147844	0	0	0	0
NAGLIPASYN-PWY: lipid IVA biosynthesis (E. coli)	7.75108e-05	8.82064e-05	0	9.90263e-05	4.22858e-05	0.000116881	0.000216834	0	0	0.000258164	0.000175817	8.13921e-05	0	0.000187707	5.54914e-05	4.84682e-05	0	0	0	7.97073e-05	7.42088e-05	0.000131171	0	0	0	0	0.00011077	0	0.000200018	8.55019e-05	1.46209e-05	0	8.55435e-05	0.000127873	0	0	9.63086e-05	0	0	0	0
NONMEVIPP-PWY: methylerythritol phosphate pathway I	0.000461891	0.000427925	0.000340865	0.000455444	0.000515002	0.000405308	0.000483723	0	0	0.000294625	0.000249995	0.000500277	6.41863e-05	0.000303906	0.000346535	0.00032828	0.000408835	0.000395809	0.000345136	0.000466897	0.000378891	0.000415798	0.000613604	0.000463829	0.000435685	0.000569521	0.000438853	0.00051864	0.000458289	0.000321264	0.000490762	0	0.000379104	0.000677054	0.000513056	0.000622704	0.000158803	0.000392969	0	0.000387012	0
NONOXIPENT-PWY: pentose phosphate pathway (non-oxidative branch) I	0.000200457	0.000534163	4.0077e-05	0.000236398	0.00015927	0.000163982	0.000194229	0.000311951	0	0.000388816	0.00036057	0.000161075	0.000710871	0.000695904	0.000197069	0.000227867	0.000180035	0.000404398	0.000391841	7.925e-05	0.00042082	0.000147091	0.000444401	0.000545065	0.000732568	0.00055285	0.000272619	0.000479397	0.000247623	0.000249661	0.000288893	0	0.000340041	0.000119459	0.000301621	2.50196e-05	0.000494363	0.000222088	0.000229402	0.000304584	0
OANTIGEN-PWY: O-antigen building blocks biosynthesis (E. coli)	0.00015204	0.000260432	0.000160629	0.000301653	5.27319e-05	0.00026019	0.000103027	0.000218958	0	0.000340014	0.000331292	0.000320174	0.000391513	0.000229407	0.000169587	0.000101336	0.000135651	0.000212602	0.000222539	0.000305263	0.00023414	0.000199931	0.000207205	0.000325843	0	0.000190905	0.000208779	0.00030003	0.000215444	0.000203908	0.000235379	0	0.000325082	8.59462e-05	0.000373758	0	0	0.000253115	0.000158565	0.000200947	0
ORNARGDEG-PWY: superpathway of L-arginine and L-ornithine degradation	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000118713	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.46013e-06	0	0	0	0	0	0	0	0	0	0	0
ORNDEG-PWY: superpathway of ornithine degradation	0	0.000133871	0	1.1949e-05	1.94838e-05	1.38771e-05	0	0	0	0	0	1.51742e-05	0	0.000195365	0	0	0	0	0	0	0.000103917	0	0	0	0	0	0	0	0	2.74849e-05	0	0	0	0	0	0	0.000179646	0	0	0	0
P105-PWY: TCA cycle IV (2-oxoglutarate decarboxylase)	0	7.59954e-05	0	2.47302e-05	3.36532e-05	2.27781e-05	0	0	0	0	4.26259e-05	1.72566e-05	0	0.000200914	0	6.23712e-05	0	1.63274e-06	0	0	0.00012866	0	0	0	0	0	0	0	0	2.21646e-05	0	0	1.14603e-05	0	0	0	0.000121508	0	0	0	0
P108-PWY: pyruvate fermentation to propanoate I	0	3.86232e-05	0	2.22974e-05	1.12744e-05	3.24283e-05	0	0	0	0	0	9.19865e-06	0	8.67641e-05	8.72302e-05	9.00058e-05	0	0	0	0	9.13497e-05	5.7656e-06	0	0	0	0	0	0	0	0.000109146	0	0	0	0	0	0	0	0	0	0	0
P122-PWY: heterolactic fermentation	0	4.334e-05	0	0	0	1.25696e-05	0	0	0	0	0	0	2.42916e-05	3.00691e-05	0	0	0	0	0	0	5.1888e-05	0	0	0	0	0	0	0	0	1.48481e-05	0	0	0	0	0	0	0	0	0	0	0
P124-PWY: Bifidobacterium shunt	5.69801e-05	9.67056e-06	0	0.000151201	0	0.000118967	0	0	0	0	0	0.000137545	7.06695e-05	2.02418e-05	0	0	0	3.01126e-05	0	0.000104238	0.000103988	0	0	7.39033e-05	0	0	0	0	0	8.12376e-05	2.09641e-05	0	0	0	0	0	0	6.16998e-05	0	0	0
P125-PWY: superpathway of (R,R)-butanediol biosynthesis	4.53821e-06	7.96827e-06	0	0	0	0	0	0	0	2.07298e-05	7.29541e-05	0	0.000568985	8.10413e-07	0	0	0	0	0	7.12574e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P161-PWY: acetylene degradation (anaerobic)	5.86406e-06	5.89719e-05	0	0	5.12711e-05	2.53614e-05	0	0	0	0.000192696	0.000198978	4.19442e-05	3.02683e-05	0.00043074	0.000141576	5.04833e-05	0.000109144	0.000278481	0.00028784	0	0.000295561	5.17984e-05	0.000127113	0.00010018	0	6.7908e-05	0.00010679	6.83697e-06	0.000146616	0.000121361	0.000139246	0	8.49803e-05	1.04794e-05	1.09776e-05	0	5.64965e-05	1.31873e-05	0	1.9135e-05	0
P163-PWY: L-lysine fermentation to acetate and butanoate	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.58042e-05	0	0	0	0	0	1.33387e-05	0	0	0	3.84221e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P164-PWY: purine nucleobases degradation I (anaerobic)	2.14256e-05	4.63103e-05	0	0	3.86365e-05	1.94173e-05	0.000108729	0	0	0	0	1.99228e-05	0	0	0	5.07305e-05	5.60084e-05	0.000106508	0.000103084	0	0	0	0.000148697	0.000125314	0.000205324	0	4.69897e-05	0	5.2089e-05	7.67681e-05	9.4191e-05	0	5.32828e-06	0	1.01287e-05	0	0	5.88088e-05	0	5.8906e-05	0
P181-PWY: nicotine degradation I (pyridine pathway)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.94868e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P185-PWY: formaldehyde assimilation III (dihydroxyacetone cycle)	1.93276e-05	0	6.68596e-05	2.26301e-05	0	9.89219e-06	6.25158e-06	0	0	0	0	0	2.49517e-05	0.00028429	3.40904e-05	2.58067e-05	0	4.1428e-05	1.63498e-05	3.66928e-05	0.000166169	3.00781e-05	4.22862e-06	0	0	1.14385e-05	0	1.7004e-05	0	3.42199e-05	0	0	2.08065e-05	8.51884e-06	0	0	0.000170053	0	0	0	0
P221-PWY: octane oxidation	0	0	0	1.81141e-07	1.08522e-06	0	0	0	0	0.00017788	0.000134342	0	0	7.48564e-05	0	0	0	0	0	0	1.54681e-05	0	0	0	0	0	0	0	0	3.84377e-06	0	0	0	0	0	0	0	0	0	0	0
P23-PWY: reductive TCA cycle I	0	0	0	0	0	3.00059e-05	0	0	0	0	0	6.75085e-06	0	0	8.96656e-05	5.23531e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	8.89632e-05	0	0	0	0	0	0	0	0	0	0	0
P4-PWY: superpathway of L-lysine, L-threonine and L-methionine biosynthesis I	1.73007e-05	0.000165827	0	4.08102e-05	2.57348e-05	4.92656e-05	0	0	0	5.62616e-05	8.6917e-05	0.000104116	0	0.000246619	0	0	0	0	0	0	0.000206241	1.12518e-05	0	0	0	0	0	0	0	4.92599e-05	0	0	0	0	0	0	0.00013991	0	0	0	0
P41-PWY: pyruvate fermentation to acetate and (S)-lactate I	0.000214103	0.00027369	0.000166991	0.000181488	8.52928e-05	0.000196628	2.10234e-05	0.000457109	0	1.50689e-05	6.52744e-05	0.000263967	0.000848632	0.000305948	0.00020587	0.00017372	0.000307042	0.000345921	0.000371915	0.000212377	0.000394022	0.0001828	0.000388523	0.000423798	0	0.000341697	0.000233019	0.000247173	0.000185102	0.000163834	0.000314128	0	0.000274885	7.13164e-05	0.000159593	0	0.0001152	0.000151029	0	0.000241317	0
P42-PWY: incomplete reductive TCA cycle	0	4.71587e-05	0	1.72867e-05	6.11901e-06	5.73584e-05	0	0	0	1.71008e-05	8.28354e-05	3.83321e-05	0	2.2333e-05	0.000138563	0.000173702	0	4.48831e-06	0	0	3.32213e-05	3.21528e-06	0	1.67723e-05	0	0	0	0	0	0.000188696	0	0	0	1.15378e-05	0	0	0	5.4343e-05	0	0	0
P441-PWY: superpathway of N-acetylneuraminate degradation	2.24368e-05	0.000164871	0	7.98677e-05	5.86523e-05	7.98061e-05	0	0	0	0	0	0.000106756	0	0.000283327	2.98954e-05	3.34079e-05	0	0.0001399	0.000167742	0	0.000244177	9.18201e-05	1.73124e-05	0.000125775	0	0	0.000109815	1.7499e-05	0.000107644	0.000129229	9.26723e-05	0	0.000137161	0	0	0	0	5.60825e-05	0	7.6144e-05	0
P461-PWY: hexitol fermentation to lactate, formate, ethanol and acetate	2.97638e-05	0.000164822	0.000137407	5.67811e-05	6.12151e-05	4.78739e-05	0	0	0	0	0	3.54991e-05	0	0.000338812	2.03401e-05	2.25204e-05	0	2.62199e-05	0	0	0.000233148	7.08976e-05	1.11707e-05	0	0	0	5.66237e-05	1.18534e-05	0	7.20472e-05	1.38877e-05	0	8.73947e-05	2.17922e-05	5.40868e-05	0	0.000242407	0	0.000169525	0	0
P562-PWY: myo-inositol degradation I	0	0	8.63566e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P621-PWY: nylon-6 oligomer degradation	1.60177e-05	1.30509e-05	3.54575e-05	2.63751e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000127297	0	0
PANTO-PWY: phosphopantothenate biosynthesis I	0.000301753	0.000195941	0.000194834	0.000208133	0.0005231	0.000215093	0.000304181	0	0	0.000351627	0.000298764	0.000172314	9.315e-05	0.000285223	0.000204346	0.000246766	8.4135e-05	0.000141345	0.000166392	0.000202913	0.000252874	0.000265423	1.80646e-05	6.06661e-05	0	0.000381516	0.000189924	8.32382e-06	0.00029679	0.000194024	7.78402e-05	0	0.000207372	0.000457185	0.000100571	0	9.451e-05	0.000267558	0.000340194	0.00027298	0.000195478
PANTOSYN-PWY: superpathway of coenzyme A biosynthesis I (bacteria)	0.000309508	0.00023275	0.000201393	0.000265417	0.000537509	0.000255563	0.000240241	0	0	0.000262512	0.000250255	0.000198514	0.000119174	0.000240672	0.000195798	0.000246312	0.000101042	0.000175921	0.000212154	0.000230202	0.000247185	0.000282732	3.19637e-05	8.89445e-05	0	0.000438658	0.000202184	0	0.000340622	0.000200287	0.000101533	0	0.00023254	0.000497363	0.000126321	0	0.000118889	0.000268635	0.000219243	0.000205004	0
PENTOSE-P-PWY: pentose phosphate pathway	0.000135964	0.000155797	5.95813e-05	0.000177965	8.77005e-05	0.000159421	0.000229774	0	0	3.1916e-05	0.000110525	0.000177112	0.000194253	0.00022088	7.95661e-05	9.41099e-05	0	0.000238672	0.000244532	9.11104e-05	0.000198893	0.000123697	0.000177842	0.000170428	0.000581876	1.79838e-05	0.000143211	6.56821e-05	0.000113325	0.000191584	0.00010154	0	0.000184053	4.95142e-05	0.000119094	0	0.000229	0.00020902	0.000239624	0.000202816	0
PEPTIDOGLYCANSYN-PWY: peptidoglycan biosynthesis I (meso-diaminopimelate containing)	0.000491563	0.000477131	0.000431082	0.000479128	0.000568685	0.000386946	0.000486204	0.0002914	0	0.000317218	0.000307196	0.000508976	0.00076547	0.00031163	0.000386508	0.000362562	0.000454281	0.000418879	0.000383679	0.000488752	0.000373575	0.000467825	0.000663899	0.000491952	0.00034039	0.000541622	0.000481192	0.00066269	0.00049028	0.000338613	0.000540354	0	0.000422742	0.000729369	0.000492475	0.000779943	0.000185616	0.000387613	0.000202589	0.000392024	0
PHOSLIPSYN-PWY: superpathway of phospholipid biosynthesis I (bacteria)	0.000172481	0.000401655	0	0.000145406	0.000103851	0.000130353	2.01385e-05	0	0	0.000417397	0.000375651	9.12299e-05	0	0.000333916	0	4.49163e-05	3.4246e-05	1.51369e-05	1.63976e-05	4.78447e-05	0.000282325	8.74454e-05	3.1273e-05	0	0	0.000502061	5.04549e-05	0	0.000128133	0.000136981	0.000106136	0	1.05605e-05	6.28225e-05	0	0	0.000138815	0.000135106	0	4.8111e-05	0
POLYAMINSYN3-PWY: superpathway of polyamine biosynthesis II	0	3.81533e-05	0	0	0	1.87601e-05	0	0	0	0	0	1.1074e-05	0	0	0	0	0	0	0	0	3.35516e-05	0	0	0	0	0	0	0	0	1.67967e-05	0	0	0	0	0	0	0	0	0	0	0
POLYAMSYN-PWY: superpathway of polyamine biosynthesis I	9.20919e-06	0.000144249	0	4.33937e-05	3.2738e-05	4.02134e-05	0	0	0	0	0	2.10945e-05	0	0.000167753	1.54024e-05	0	1.56221e-05	1.74781e-05	1.44982e-05	0	0.000112171	0	0	3.19389e-05	0	0	2.19572e-05	0	0	5.65344e-05	0	0	2.72845e-06	0	0	0	0	0	0	2.25447e-05	0
POLYISOPRENSYN-PWY: polyisoprenoid biosynthesis (E. coli)	5.32542e-05	8.48027e-05	0.000127536	5.59611e-05	2.42526e-05	2.8196e-05	2.40184e-05	0	0	0	0	3.58341e-05	3.4437e-05	0.000174632	0	1.87223e-05	0	1.7117e-05	0	1.16181e-05	0.00022727	1.57422e-05	0	0	0	0	1.53386e-05	0	0	3.125e-05	1.91668e-05	0	5.31541e-05	0	0	0	0	4.33068e-05	0.000123453	6.56361e-05	0
PPGPPMET-PWY: ppGpp metabolism	4.00484e-05	2.20411e-05	0	0	3.67943e-06	3.30324e-06	0	0	0	0.000139678	0.000126734	1.2085e-05	0	0.000170168	0	0	0	0	0	0	0.000130487	0	0	0	0	0	0	0	0	7.58373e-06	0	0	0	0	0	0	0.000211146	0	0	0	0
PROTOCATECHUATE-ORTHO-CLEAVAGE-PWY: protocatechuate degradation II (ortho-cleavage pathway)	0	0	0	0	0	0	0	0	0	0.000354386	0.000247913	0	0	0.000128222	0	0	0	1.9922e-06	0	0	6.42838e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRPP-PWY: superpathway of histidine, purine, and pyrimidine biosynthesis	0	0.000129253	0	0	3.28151e-05	3.65038e-05	0	0	0	0	0	0	0	0.00029049	0	0	0	0	0	0	0.000222026	0	0	0	0	0	0	0	0	4.60832e-05	0	0	0	0	0	0	0.000126082	0	0	0	0
PWY-1042: glycolysis IV	0.000529875	0.00051662	0.000364351	0.000453962	0.000340977	0.000375022	0.000385704	0.000468335	0	1.56341e-05	8.38526e-05	0.000472096	0.000808311	0.000379403	0.000251081	0.000291875	0.000421426	0.00044432	0.000442553	0.000417033	0.000498917	0.000391368	0.000798089	0.000625285	0.0011066	0.000571573	0.000473372	0.00105337	0.000360335	0.000328493	0.000553792	0	0.000442671	0.000159178	0.00062771	0.000667722	0.000289611	0.000414531	0	0.000470261	0
PWY-1269: CMP-3-deoxy-D-manno-octulosonate biosynthesis	4.41693e-05	0.00014013	0.000119174	4.79199e-05	6.19746e-05	5.45007e-05	7.43587e-05	0	0	0.000318339	0.000260883	6.78168e-05	0	0.000290225	6.47386e-06	1.45152e-05	0	3.05405e-06	0	9.25532e-05	9.98174e-05	3.52734e-05	0	1.79779e-05	0	0.00020614	7.15508e-05	0	8.29763e-05	0.000116234	1.53198e-05	0	2.38778e-05	3.1824e-05	1.92554e-05	0	0.000197473	0.000173815	0	6.58995e-05	0
PWY-1501: mandelate degradation I	0	0	0	0	0	0	0	0	0	0	0	0	0	8.52699e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-181: photorespiration	0	0	0	0	0	0	0	0	0	5.68415e-05	0.000203062	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-1861: formaldehyde assimilation II (assimilatory RuMP Cycle)	8.6375e-05	2.99967e-05	0	0	2.16461e-05	3.71323e-05	0	0	0	9.57654e-06	8.54378e-05	1.02308e-05	0	0	0	0	0	2.54029e-05	0	0	0	1.13586e-05	2.89915e-05	0	0	4.61677e-05	0	7.19236e-05	0	1.48904e-05	0	0	6.81455e-05	0	6.73821e-05	0	0	0	0	0	0
PWY-241: C4 photosynthetic carbon assimilation cycle, NADP-ME type	8.30126e-05	7.95912e-05	2.71966e-05	0.000161379	2.80061e-05	0.000175095	0	0	0	1.51706e-05	7.64934e-05	0.000150856	7.07505e-05	0.000237416	8.25435e-05	2.85851e-05	0	4.36539e-05	0	0.000121606	0.000219185	9.629e-06	0	4.31708e-05	0	0	1.94517e-05	0	0	0.000115541	1.19121e-05	0	3.51546e-06	0	0	0	0	3.88124e-05	0	3.8405e-06	0
PWY-2941: L-lysine biosynthesis II	5.60096e-05	7.0262e-05	0.000343564	9.99952e-05	4.2119e-05	1.34993e-05	7.61611e-05	0.000383402	0	0.000212935	0.000196955	0.000114935	0.000726342	0.000120326	8.35775e-05	3.59966e-05	0.000153277	0.000211019	0.000281232	0.000121294	2.94545e-05	0.000135485	0.000260144	0.000285058	0	7.54682e-05	0.00013332	0.000325727	0.000144527	9.2942e-05	0.000124334	0.000693418	0.000210412	4.0298e-05	0.00036662	5.35887e-05	0	0.00017202	0.000175675	0.000271386	0
PWY-2942: L-lysine biosynthesis III	0.000317547	0.000296796	0.000337927	0.000318064	0.000469673	0.000292714	0.000403231	0.000327704	0	0.000368843	0.000338087	0.000455539	0.000779753	0.000415291	0.000276134	0.000304439	0.000242119	0.000411103	0.000432549	0.000318829	0.000392761	0.000339585	0.000660991	0.000417028	0.000511798	0.000553118	0.000359701	0.000389155	0.000382292	0.000307974	0.000425169	0.000579739	0.000359018	0.000495923	0.00049516	4.07778e-05	0.00021715	0.000362559	0.000178894	0.00039483	0
PWY-3001: superpathway of L-isoleucine biosynthesis I	0.000326811	0.000421189	0.000174692	0.000310616	0.000177657	0.00024116	0.000182673	0.000425013	0	0.00035792	0.000361676	0.000342804	0.000816136	0.00040476	0.000187642	0.000192159	0	0.000114143	0.000195946	0.000328698	0.000393755	0.00032734	0.000246001	0.000139254	0.000261404	0.000400308	0.000256317	0.000282405	0.000238158	0.000256209	0.000174585	0	9.77281e-05	0.00024577	0.000173701	0	0.000297399	0.000312108	7.20577e-05	0.000213734	0
PWY-3801: sucrose degradation II (sucrose synthase)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.62692e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-3841: folate transformations II (plants)	0.000404731	0.000391222	0.000562781	0.00043803	0.000569049	0.000364455	0.000425749	0.000282764	0	0.000399533	0.0003787	0.000478848	0.000684193	0.00028977	0.000338898	0.000369791	0.000402656	0.000456226	0.000415525	0.000461976	0.000387923	0.0004531	0.000586018	0.000496442	0.000462024	0.00031622	0.000465314	0.000628729	0.000437996	0.000342628	0.000378358	0	0.000492006	0.00067262	0.000357504	0	0.000128747	0.000388726	0.000323176	0.000403784	0
